Drug1,Drug2,cell,drug1_db,drug2_db,synergy,synergy_score
CLINDAMYCIN PALMITATE HCL,RUXOLITINIB,L1236,DB03796,DB08877,0.2405,1
NICOTINIC ACID,RUXOLITINIB,L1236,DB00627,DB08877,0.2945,1
Flavopiridol,RUXOLITINIB,L1236,DB03496,DB08877,0.3015,1
warfarin,RUXOLITINIB,L1236,DB00682,DB08877,0.3355,1
MERCAPTOPURINE,RUXOLITINIB,L1236,DB01033,DB08877,0.4085,1
SPARFLOXACIN,RUXOLITINIB,L1236,DB01208,DB08877,0.432,1
ENZALUTAMIDE (MDV3100),RUXOLITINIB,L1236,DB08899,DB08877,0.438,1
RAMELTEON,RUXOLITINIB,L1236,DB00980,DB08877,0.494,1
Chlorphenamine maleate,Ruxolitinib,L1236,DB01114,DB08877,0.557,1
CEDIRANIB (AZD2171),RUXOLITINIB,L1236,DB04849,DB08877,0.6225,1
Diclofenac sodium,Ruxolitinib,L1236,DB00586,DB08877,0.623,1
GLIPIZIDE,RUXOLITINIB,L1236,DB01067,DB08877,0.687,1
IVACAFTOR (VX-770),RUXOLITINIB,L1236,DB08820,DB08877,0.8505,1
METHOCARBAMOL,RUXOLITINIB,L1236,DB00423,DB08877,0.8905,1
Vinorelbine tartrate,RUXOLITINIB,L1236,DB00361,DB08877,0.9125,1
meclizine,RUXOLITINIB,L1236,DB00737,DB08877,0.9125,1
LG-100268,Ruxolitinib,L1236,DB01941,DB08877,0.927,1
Chloropyramine hydrochloride,RUXOLITINIB,L1236,DB08800,DB08877,1.031,1
Cyproterone acetate,Ruxolitinib,L1236,DB04839,DB08877,1.056,1
5-FU,RUXOLITINIB,L1236,DB00544,DB08877,1.0795,1
QUERCETIN,RUXOLITINIB,L1236,DB04216,DB08877,1.188,1
Resveratrol,Ruxolitinib,L1236,DB02709,DB08877,1.258,1
SULFAMETHIZOLE,RUXOLITINIB,L1236,DB00576,DB08877,1.274,1
LOMUSTINE,RUXOLITINIB,L1236,DB01206,DB08877,1.299,1
FLUVOXAMINE,RUXOLITINIB,L1236,DB00176,DB08877,1.3035,1
TACRINE,RUXOLITINIB,L1236,DB00382,DB08877,1.3625,1
Toremifene citrate,Ruxolitinib,L1236,DB00539,DB08877,1.368,1
GATIFLOXACIN,RUXOLITINIB,L1236,DB01044,DB08877,1.3745,1
G-Strophanthin,Ruxolitinib,L1236,DB01092,DB08877,1.388,1
ZOLMITRIPTAN,RUXOLITINIB,L1236,DB00315,DB08877,1.5305,1
9-cis Acitretin,RUXOLITINIB,L1236,DB00459,DB08877,1.5385,1
3-indolebutyric acid,Ruxolitinib,L1236,DB02740,DB08877,1.542,1
Granisetron hydrochloride,RUXOLITINIB,L1236,DB00889,DB08877,1.559,1
Atorvastatin calcium,Ruxolitinib,L1236,DB01373,DB08877,1.570333333,1
Teniposide,Ruxolitinib,L1236,DB00444,DB08877,1.586,1
OMEPRAZOLE,RUXOLITINIB,L1236,DB00338,DB08877,1.668,1
VINCRISTINE,2-FLUORO ARA-A,L1236,DB00541,DB01073,1.69,1
PH-797804,RUXOLITINIB,L1236,DB07941,DB08877,1.7765,1
VINCRISTINE,BORTEZOMIB,L1236,DB00541,DB00188,1.9,1
LINEZOLID,RUXOLITINIB,L1236,DB00601,DB08877,1.9095,1
CHLORAMPHENICOL,RUXOLITINIB,L1236,DB00446,DB08877,1.927,1
Eplerenone,Ruxolitinib,L1236,DB00700,DB08877,1.937,1
VINCRISTINE,RUXOLITINIB,L1236,DB00541,DB08877,1.96,1
fleroxacin,RUXOLITINIB,L1236,DB04576,DB08877,1.9925,1
ZAFIRLUKAST,RUXOLITINIB,L1236,DB00549,DB08877,2.0705,1
Doxorubicin,Flavopiridol,L1236,DB00997,DB03496,2.075,1
Calcitriol,Ruxolitinib,L1236,DB00136,DB08877,2.107,1
INDAPAMIDE,RUXOLITINIB,L1236,DB00808,DB08877,2.209,1
Zanamivir,Ruxolitinib,L1236,DB00558,DB08877,2.21,1
IBUPROFEN,RUXOLITINIB,L1236,DB01050,DB08877,2.2355,1
SORAFENIB,RUXOLITINIB,L1236,DB00398,DB08877,2.2515,1
GENISTEIN,RUXOLITINIB,L1236,DB01645,DB08877,2.261,1
Idoxuridine,Ruxolitinib,L1236,DB00249,DB08877,2.266,1
LORATADINE,RUXOLITINIB,L1236,DB00455,DB08877,2.3555,1
Idarubicin hydrochloride,Ruxolitinib,L1236,DB01177,DB08877,2.367,1
Doxorubicin,Bortezomib,L1236,DB00997,DB00188,2.433,1
econazole,RUXOLITINIB,L1236,DB01127,DB08877,2.45,1
Ponatinib,Doxorubicin,L1236,DB08901,DB00997,2.505,1
ROFECOXIB,RUXOLITINIB,L1236,DB00533,DB08877,2.5225,1
Retigabine,RUXOLITINIB,L1236,DB04953,DB08877,2.5235,1
Erteberel,RUXOLITINIB,L1236,DB07933,DB08877,2.561,1
cetirizine,RUXOLITINIB,L1236,DB00341,DB08877,2.737,1
LEVOFLOXACIN,RUXOLITINIB,L1236,DB01137,DB08877,2.788,1
MITOXANTRONE,RUXOLITINIB,L1236,DB01204,DB08877,2.8285,1
orphenadrine,RUXOLITINIB,L1236,DB01173,DB08877,2.829,1
NATEGLINIDE,RUXOLITINIB,L1236,DB00731,DB08877,2.852,1
Vorinostat (SAHA),Ruxolitinib,L1236,DB02546,DB08877,2.885,1
D-CYCLOSERINE,RUXOLITINIB,L1236,DB00260,DB08877,2.898,1
PP-121,Doxorubicin,L1236,DB08052,DB00997,3.016,1
HALOFANTRINE,RUXOLITINIB,L1236,DB01218,DB08877,3.071,1
papaverine,RUXOLITINIB,L1236,DB01113,DB08877,3.09,1
MONOBENZONE,RUXOLITINIB,L1236,DB00600,DB08877,3.101,1
Fluvastatin,Ruxolitinib,L1236,DB01095,DB08877,3.113,1
CYPROHEPTADINE,RUXOLITINIB,L1236,DB00434,DB08877,3.16,1
Vitamin B12,Ruxolitinib,L1236,DB00115,DB08877,3.168,1
CHIR-124,RUXOLITINIB,L1236,DB06852,DB08877,3.199,1
Tamoxifen,Ruxolitinib,L1236,DB00675,DB08877,3.203,1
trimetrexate,RUXOLITINIB,L1236,DB01157,DB08877,3.279,1
TRIFLUOPERAZINE,RUXOLITINIB,L1236,DB00831,DB08877,3.302,1
METHSCOPOLAMINE BROMIDE,RUXOLITINIB,L1236,DB00462,DB08877,3.3175,1
DEXRAZOXANE,RUXOLITINIB,L1236,DB00380,DB08877,3.321,1
ketotifen,RUXOLITINIB,L1236,DB00920,DB08877,3.349,1
Trichostatin A,Ruxolitinib,L1236,DB04297,DB08877,3.371,1
etoposide,RUXOLITINIB,L1236,DB00773,DB08877,3.412,1
acetaminophen,RUXOLITINIB,L1236,DB00316,DB08877,3.4385,1
Dehydroepiandrosterone,Ruxolitinib,L1236,DB01708,DB08877,3.473,1
AMILORIDE,RUXOLITINIB,L1236,DB00594,DB08877,3.4765,1
norfloxacin,RUXOLITINIB,L1236,DB01059,DB08877,3.4795,1
Ingenol 3-angelate,RUXOLITINIB,L1236,DB05013,DB08877,3.522,1
Tolterodine tartrate,Ruxolitinib,L1236,DB01036,DB08877,3.555,1
APIXABAN,RUXOLITINIB,L1236,DB06605,DB08877,3.607,1
Cyanein,Ruxolitinib,L1236,DB07348,DB08877,3.745,1
cyclosporin A,RUXOLITINIB,L1236,DB00091,DB08877,3.7905,1
Epothilone B,Ruxolitinib,L1236,DB03010,DB08877,3.864,1
sulfaphenazole,RUXOLITINIB,L1236,DB06729,DB08877,3.868,1
PRANLUKAST,RUXOLITINIB,L1236,DB01411,DB08877,3.902,1
Epirubicin hydrochloride,Ruxolitinib,L1236,DB00445,DB08877,3.95,1
Daunorubicin,Ruxolitinib,L1236,DB00694,DB08877,3.986,1
Clemastine fumarate,Ruxolitinib,L1236,DB00283,DB08877,3.997,1
CLOTRIMAZOLE,RUXOLITINIB,L1236,DB00257,DB08877,4.007,1
GEFITINIB,RUXOLITINIB,L1236,DB00317,DB08877,4.07,1
SIMVASTATIN,RUXOLITINIB,L1236,DB00641,DB08877,4.0785,1
SUMATRIPTAN,RUXOLITINIB,L1236,DB00669,DB08877,4.0925,1
Tranilast,Ruxolitinib,L1236,DB07615,DB08877,4.128,1
Ramipril,Ruxolitinib,L1236,DB00178,DB08877,4.135,1
amlexanox,RUXOLITINIB,L1236,DB01025,DB08877,4.142,1
TADALAFIL,RUXOLITINIB,L1236,DB00820,DB08877,4.2795,1
PAZOPANIB,RUXOLITINIB,L1236,DB06589,DB08877,4.314,1
Docetaxel,Ruxolitinib,L1236,DB01248,DB08877,4.325,1
LORNOXICAM,RUXOLITINIB,L1236,DB06725,DB08877,4.34,1
VINCRISTINE,Flavopiridol,L1236,DB00541,DB03496,4.37,1
Tegaserod maleate,Ruxolitinib,L1236,DB01079,DB08877,4.423,1
AMD 473,RUXOLITINIB,L1236,DB00968,DB08877,4.428666667,1
bethanechol,RUXOLITINIB,L1236,DB01019,DB08877,4.45,1
ARGATROBAN,RUXOLITINIB,L1236,DB00278,DB08877,4.5285,1
Floxuridine,Ruxolitinib,L1236,DB00322,DB08877,4.553,1
(R)-Bicalutamide,RUXOLITINIB,L1236,DB02932,DB08877,4.59,1
Mycophenolic acid,Ruxolitinib,L1236,DB01024,DB08877,4.614,1
Travoprost,Ruxolitinib,L1236,DB00287,DB08877,4.619,1
CINACALCET,RUXOLITINIB,L1236,DB01012,DB08877,4.6815,1
Galantamine hydrobromide,Ruxolitinib,L1236,DB00674,DB08877,4.701,1
azelastine,RUXOLITINIB,L1236,DB00972,DB08877,4.7275,1
Tranylcypromine,Ruxolitinib,L1236,DB00752,DB08877,4.738,1
Cisatracurium besylate,Ruxolitinib,L1236,DB00565,DB08877,4.858,1
ATRACURIUM BESYLATE,RUXOLITINIB,L1236,DB00732,DB08877,4.86,1
Ximelagatran,Ruxolitinib,L1236,DB04898,DB08877,4.954,1
Orotic acid,Ruxolitinib,L1236,DB02262,DB08877,4.96,1
Terbinafine hydrochloride,Ruxolitinib,L1236,DB00857,DB08877,4.968,1
Vinblastine,Ruxolitinib,L1236,DB00570,DB08877,4.988,1
TANDUTINIB (MLN518),RUXOLITINIB,L1236,DB05465,DB08877,5.0035,1
PERINDOPRIL,RUXOLITINIB,L1236,DB00790,DB08877,5.0495,1
Estriol,Ruxolitinib,L1236,DB04573,DB08877,5.052,1
Seocalcitol,Ruxolitinib,L1236,DB04258,DB08877,5.132,1
TENOXICAM,RUXOLITINIB,L1236,DB00469,DB08877,5.1325,1
paclitaxel,RUXOLITINIB,L1236,DB01229,DB08877,5.179,1
TAMIBAROTENE,RUXOLITINIB,L1236,DB04942,DB08877,5.1985,1
THALIDOMIDE,RUXOLITINIB,L1236,DB01041,DB08877,5.2215,1
Testosterone,Ruxolitinib,L1236,DB00624,DB08877,5.272,1
LACOSAMIDE,RUXOLITINIB,L1236,DB06218,DB08877,5.3135,1
ROSIGLITAZONE,RUXOLITINIB,L1236,DB00412,DB08877,5.3395,1
Ginkgolide A,Ruxolitinib,L1236,DB06743,DB08877,5.38,1
Fotemustine,RUXOLITINIB,L1236,DB04106,DB08877,5.439,1
MELOXICAM,RUXOLITINIB,L1236,DB00814,DB08877,5.4415,1
levodopa,RUXOLITINIB,L1236,DB01235,DB08877,5.4905,1
Temsirolimus,Ruxolitinib,L1236,DB06287,DB08877,5.608,1
Pemetrexed,RUXOLITINIB,L1236,DB00642,DB08877,5.647,1
Ubenimex,Ruxolitinib,L1236,DB03424,DB08877,5.738,1
CILOMILAST,RUXOLITINIB,L1236,DB03849,DB08877,5.749,1
TRIMETHYL GLYCINE,RUXOLITINIB,L1236,DB00145,DB08877,5.77,1
Eprosartan mesylate,Ruxolitinib,L1236,DB00876,DB08877,5.771,1
Isoconazole,RUXOLITINIB,L1236,DB08943,DB08877,5.94,1
Pregnenolone,Ruxolitinib,L1236,DB02789,DB08877,5.947,1
Hesperetin,Ruxolitinib,L1236,DB01094,DB08877,5.961,1
HYDROXYCHLOROQUINE,RUXOLITINIB,L1236,DB01611,DB08877,5.97,1
BISOPROLOL,RUXOLITINIB,L1236,DB00612,DB08877,5.976,1
famotidine,RUXOLITINIB,L1236,DB00927,DB08877,6.0075,1
Isotretinoin,Ruxolitinib,L1236,DB00982,DB08877,6.014,1
Dienestrol,Ruxolitinib,L1236,DB00890,DB08877,6.014,1
Rivaroxaban (Xarelto),Ruxolitinib,L1236,DB06228,DB08877,6.043,1
Alendronate,Ruxolitinib,L1236,DB00630,DB08877,6.048,1
ZALCITABINE,RUXOLITINIB,L1236,DB00943,DB08877,6.0605,1
PRAMIPEXOLE,RUXOLITINIB,L1236,DB00413,DB08877,6.07,1
TETRACYCLINE,RUXOLITINIB,L1236,DB00759,DB08877,6.0815,1
GEMCITABINE HYDROCHLORIDE,RUXOLITINIB,L1236,DB00441,DB08877,6.1285,1
HYDROXOCOBALAMIN,RUXOLITINIB,L1236,DB00200,DB08877,6.171,1
dacarbazine,RUXOLITINIB,L1236,DB00851,DB08877,6.2805,1
spermidine,RUXOLITINIB,L1236,DB03566,DB08877,6.2925,1
CHLOROQUINE,RUXOLITINIB,L1236,DB00608,DB08877,6.4245,1
dorzolamide,RUXOLITINIB,L1236,DB00869,DB08877,6.43,1
TOPOTECAN,RUXOLITINIB,L1236,DB01030,DB08877,6.4315,1
ISRADIPINE,RUXOLITINIB,L1236,DB00270,DB08877,6.44,1
PRIMIDONE,RUXOLITINIB,L1236,DB00794,DB08877,6.4785,1
(R)-(-)-Rolipram,RUXOLITINIB,L1236,DB04149,DB08877,6.53,1
LOVASTATIN,RUXOLITINIB,L1236,DB00227,DB08877,6.578,1
NIRAXOSTAT,RUXOLITINIB,L1236,DB03841,DB08877,6.62,1
Ibandronate sodium hydrate,Ruxolitinib,L1236,DB00710,DB08877,6.688,1
clomiphene,RUXOLITINIB,L1236,DB00882,DB08877,6.7785,1
BUMETANIDE,RUXOLITINIB,L1236,DB00887,DB08877,6.85,1
propofol,RUXOLITINIB,L1236,DB00818,DB08877,6.851,1
PP-121,Bortezomib,L1236,DB08052,DB00188,6.88,1
Ciliobrevin D,RUXOLITINIB,L1236,DB00128,DB08877,6.892333333,1
sildenafil,RUXOLITINIB,L1236,DB00203,DB08877,6.9015,1
LY-294002,Ruxolitinib,L1236,DB02656,DB08877,6.935,1
BATIMASTAT (BB-94),RUXOLITINIB,L1236,DB03880,DB08877,6.985,1
METOLAZONE,RUXOLITINIB,L1236,DB00524,DB08877,7.033,1
A-674563,RUXOLITINIB,L1236,DB08568,DB08877,7.055,1
MEMANTINE,RUXOLITINIB,L1236,DB01043,DB08877,7.1185,1
TELMISARTAN,RUXOLITINIB,L1236,DB00966,DB08877,7.1205,1
ETOMIDATE,RUXOLITINIB,L1236,DB00292,DB08877,7.1795,1
PIROXICAM,RUXOLITINIB,L1236,DB00554,DB08877,7.1905,1
Estradiol,Ruxolitinib,L1236,DB00783,DB08877,7.223,1
Veliparib,Ruxolitinib,L1236,DB07232,DB08877,7.23,1
FLUCYTOSINE,RUXOLITINIB,L1236,DB01099,DB08877,7.26,1
DOFETILIDE,RUXOLITINIB,L1236,DB00204,DB08877,7.2795,1
INDOMETHACIN,RUXOLITINIB,L1236,DB00328,DB08877,7.341,1
PONATINIB (AP24534),Flavopiridol,L1236,DB08901,DB03496,7.3425,1
Gallamine triethiodide,Ruxolitinib,L1236,DB00483,DB08877,7.357,1
didanosine,RUXOLITINIB,L1236,DB00900,DB08877,7.36,1
Riboflavin,Ruxolitinib,L1236,DB00140,DB08877,7.389,1
rizatriptan,RUXOLITINIB,L1236,DB00953,DB08877,7.4995,1
CD 437,RUXOLITINIB,L1236,DB00205,DB08877,7.514666667,1
Aminopterin,Ruxolitinib,L1236,DB08878,DB08877,7.542,1
FLUCONAZOLE,RUXOLITINIB,L1236,DB00196,DB08877,7.546,1
PROPYLTHIOURACIL,RUXOLITINIB,L1236,DB00550,DB08877,7.5805,1
Bafilomycin A1,Ruxolitinib,L1236,DB06733,DB08877,7.618,1
Amprenavir,Ruxolitinib,L1236,DB00701,DB08877,7.631,1
Vardenafil,RUXOLITINIB,L1236,DB00862,DB08877,7.6785,1
Sulindac,Ruxolitinib,L1236,DB00605,DB08877,7.753,1
Testosterone propionate,Ruxolitinib,L1236,DB01420,DB08877,7.831,1
Ethinylestradiol,Ruxolitinib,L1236,DB00977,DB08877,7.872,1
Fluocinonide,Ruxolitinib,L1236,DB01047,DB08877,7.89,1
HYDROXYUREA,RUXOLITINIB,L1236,DB01005,DB08877,7.9575,1
MITOTANE,RUXOLITINIB,L1236,DB00648,DB08877,7.96,1
CARMUSTINE,RUXOLITINIB,L1236,DB00262,DB08877,8.011,1
DIPYRIDAMOLE,RUXOLITINIB,L1236,DB00975,DB08877,8.0215,1
Prostaglandin E2,RUXOLITINIB,L1236,DB00917,DB08877,8.034,1
histamine,RUXOLITINIB,L1236,DB05381,DB08877,8.1025,1
benazepril,RUXOLITINIB,L1236,DB00542,DB08877,8.1625,1
IRINOTECAN,RUXOLITINIB,L1236,DB00762,DB08877,8.1775,1
Fasudil,RUXOLITINIB,L1236,DB08162,DB08877,8.18,1
2-FLUORO ARA-A,VINCRISTINE,L1236,DB01073,DB00541,8.19,1
TROGLITAZONE,RUXOLITINIB,L1236,DB00197,DB08877,8.2285,1
VENLAFAXINE,RUXOLITINIB,L1236,DB00285,DB08877,8.339,1
RALTEGRAVIR,RUXOLITINIB,L1236,DB06817,DB08877,8.358,1
DASATINIB,RUXOLITINIB,L1236,DB01254,DB08877,8.401,1
PLX-4720,RUXOLITINIB,L1236,DB06999,DB08877,8.41,1
Fesoterodine,RUXOLITINIB,L1236,DB06702,DB08877,8.441,1
Pentostatin,Ruxolitinib,L1236,DB00552,DB08877,8.464,1
NICOTINAMIDE (VITAMIN B3),RUXOLITINIB,L1236,DB02701,DB08877,8.47,1
flecainide,RUXOLITINIB,L1236,DB01195,DB08877,8.51,1
Miglitol,Ruxolitinib,L1236,DB00491,DB08877,8.532,1
diphenhydramine,RUXOLITINIB,L1236,DB01075,DB08877,8.5885,1
SAXAGLIPTIN,RUXOLITINIB,L1236,DB06335,DB08877,8.6185,1
Tretinoin,Ruxolitinib,L1236,DB00755,DB08877,8.623,1
Enalapril maleate,Ruxolitinib,L1236,DB00584,DB08877,8.648,1
Ezetimibe,Ruxolitinib,L1236,DB00973,DB08877,8.751,1
olanzapine,RUXOLITINIB,L1236,DB00334,DB08877,8.7905,1
OXCARBAZEPINE,RUXOLITINIB,L1236,DB00776,DB08877,8.818,1
Ziprasidone,RUXOLITINIB,L1236,DB00246,DB08877,8.854,1
anagrelide,RUXOLITINIB,L1236,DB00261,DB08877,8.862,1
MYRICETIN,RUXOLITINIB,L1236,DB02375,DB08877,8.871,1
PONATINIB (AP24534),BORTEZOMIB,L1236,DB08901,DB00188,8.9285,1
Atropine,Ruxolitinib,L1236,DB00572,DB08877,8.976,1
L-Hyoscyamine,RUXOLITINIB,L1236,DB00424,DB08877,9,1
Cromoglycate,RUXOLITINIB,L1236,DB01003,DB08877,9.01,1
minocycline,RUXOLITINIB,L1236,DB01017,DB08877,9.031,1
Fulvestrant,Ruxolitinib,L1236,DB00947,DB08877,9.105,1
Fenretinide,Ruxolitinib,L1236,DB05076,DB08877,9.154,1
BETAXOLOL,RUXOLITINIB,L1236,DB00195,DB08877,9.1605,1
ellagic acid,RUXOLITINIB,L1236,DB08846,DB08877,9.2875,1
ADAPALENE,RUXOLITINIB,L1236,DB00210,DB08877,9.3245,1
Octreotide,RUXOLITINIB,L1236,DB00104,DB08877,9.3495,1
methyltestosterone,RUXOLITINIB,L1236,DB06710,DB08877,9.4085,1
allopurinol,RUXOLITINIB,L1236,DB00437,DB08877,9.5005,1
cephradine,RUXOLITINIB,L1236,DB01333,DB08877,9.5785,1
ARIPIPRAZOLE,RUXOLITINIB,L1236,DB01238,DB08877,9.618,1
Prednisone,Ruxolitinib,L1236,DB00635,DB08877,9.751,1
colchicine,RUXOLITINIB,L1236,DB01394,DB08877,9.812,1
PX-12,Ruxolitinib,L1236,DB05448,DB08877,9.812,1
LEVOSIMENDAN,RUXOLITINIB,L1236,DB00922,DB08877,9.83,1
ANDARINE,RUXOLITINIB,L1236,DB07423,DB08877,9.8815,1
CYTARABINE,RUXOLITINIB,L1236,DB00987,DB08877,9.8985,1
CYTIDINE,RUXOLITINIB,L1236,DB02097,DB08877,9.902,1
naringenin,RUXOLITINIB,L1236,DB03467,DB08877,9.9235,1
Ipratropium bromide hydrate,RUXOLITINIB,L1236,DB00332,DB08877,9.93,1
cyclobenzaprine,RUXOLITINIB,L1236,DB00924,DB08877,9.968,1
Phenelzine,RUXOLITINIB,L1236,DB00780,DB08877,9.97,1
Trifluridine,Ruxolitinib,L1236,DB00432,DB08877,9.984,1
DISULFIRAM,BORTEZOMIB,L1236,DB00822,DB00188,10.208,1
ondansetron,RUXOLITINIB,L1236,DB00904,DB08877,10.2105,1
2-FLUORO ARA-A,BORTEZOMIB,L1236,DB01073,DB00188,10.27,1
ETHIONAMIDE,RUXOLITINIB,L1236,DB00609,DB08877,10.364,1
TRILOSTANE,RUXOLITINIB,L1236,DB01108,DB08877,10.388,1
TIPIFARNIB,RUXOLITINIB,L1236,DB04960,DB08877,10.418,1
ofloxacin,RUXOLITINIB,L1236,DB01165,DB08877,10.481,1
FLURBIPROFEN,RUXOLITINIB,L1236,DB00712,DB08877,10.592,1
PODOPHYLLOTOXIN,RUXOLITINIB,L1236,DB01179,DB08877,10.692,1
PENTAMIDINE,RUXOLITINIB,L1236,DB00738,DB08877,10.7085,1
biperiden,RUXOLITINIB,L1236,DB00810,DB08877,10.7215,1
Alprostadil,Ruxolitinib,L1236,DB00770,DB08877,10.74,1
FLUMAZENIL,RUXOLITINIB,L1236,DB01205,DB08877,10.7825,1
Dextromethorphan hydrobromide,Ruxolitinib,L1236,DB00514,DB08877,10.876,1
TRICHLORMETHIAZIDE,RUXOLITINIB,L1236,DB01021,DB08877,11.112,1
MIFEPRISTONE,RUXOLITINIB,L1236,DB00834,DB08877,11.249,1
PERHEXILINE,RUXOLITINIB,L1236,DB01074,DB08877,11.256,1
cefdinir,RUXOLITINIB,L1236,DB00535,DB08877,11.2845,1
CABAZITAXEL,RUXOLITINIB,L1236,DB06772,DB08877,11.439,1
ZIDOVUDINE,RUXOLITINIB,L1236,DB00495,DB08877,11.518,1
LAMOTRIGINE,RUXOLITINIB,L1236,DB00555,DB08877,11.52,1
ERLOTINIB,RUXOLITINIB,L1236,DB00530,DB08877,11.572,1
NOCODAZOLE,RUXOLITINIB,L1236,DB08313,DB08877,11.746,1
DISULFIRAM,RUXOLITINIB,L1236,DB00822,DB08877,11.8375,1
Diethylstilbestrol,Ruxolitinib,L1236,DB00255,DB08877,11.849,1
LINAGLIPTIN,RUXOLITINIB,L1236,DB08882,DB08877,12.1925,1
Aprepitant,RUXOLITINIB,L1236,DB00673,DB08877,12.2225,1
DICHLORPHENAMIDE,RUXOLITINIB,L1236,DB01144,DB08877,12.32,1
Mestranol,Ruxolitinib,L1236,DB01357,DB08877,12.349,1
KETOPROFEN,RUXOLITINIB,L1236,DB01009,DB08877,12.4485,1
AMOXAPINE,RUXOLITINIB,L1236,DB00543,DB08877,12.5905,1
RIFABUTIN,RUXOLITINIB,L1236,DB00615,DB08877,12.603,1
APIGENIN,RUXOLITINIB,L1236,DB07352,DB08877,12.7645,1
Pancuronium bromide,Ruxolitinib,L1236,DB01337,DB08877,12.832,1
proparacaine,RUXOLITINIB,L1236,DB00807,DB08877,12.8585,1
Paroxetine,Ruxolitinib,L1236,DB00715,DB08877,12.862,1
TRANEXAMIC ACID,RUXOLITINIB,L1236,DB00302,DB08877,12.941,1
Eszopiclone,RUXOLITINIB,L1236,DB00402,DB08877,13.0075,1
CHLOROTHIAZIDE,RUXOLITINIB,L1236,DB00880,DB08877,13.0755,1
H-89,Ruxolitinib,L1236,DB07995,DB08877,13.237,1
Oxandrolone,Ruxolitinib,L1236,DB00621,DB08877,13.269,1
Doramapimod,Ruxolitinib,L1236,DB03044,DB08877,13.271,1
Flunisolide,Ruxolitinib,L1236,DB00180,DB08877,13.273,1
MEBENDAZOLE,RUXOLITINIB,L1236,DB00643,DB08877,13.2905,1
BOSUTINIB (SKI-606),RUXOLITINIB,L1236,DB06616,DB08877,13.2925,1
PROBUCOL,RUXOLITINIB,L1236,DB01599,DB08877,13.305,1
Aminocaproic acid,Ruxolitinib,L1236,DB00513,DB08877,13.544,1
Flavopiridol,BORTEZOMIB,L1236,DB03496,DB00188,13.5745,1
NARATRIPTAN,RUXOLITINIB,L1236,DB00952,DB08877,13.652,1
FUROSEMIDE,RUXOLITINIB,L1236,DB00695,DB08877,13.7795,1
METFORMIN,RUXOLITINIB,L1236,DB00331,DB08877,13.8215,1
Megestrol acetate,Ruxolitinib,L1236,DB00351,DB08877,13.989,1
Estramustine,Ruxolitinib,L1236,DB01196,DB08877,14.016,1
Ritodrine hydrochloride,Ruxolitinib,L1236,DB00867,DB08877,14.112,1
Huperzine A,RUXOLITINIB,L1236,DB04864,DB08877,14.18,1
Ribavirin,Ruxolitinib,L1236,DB00811,DB08877,14.318,1
Vecuronium bromide,Ruxolitinib,L1236,DB01339,DB08877,14.399,1
BEXAROTENE,RUXOLITINIB,L1236,DB00307,DB08877,14.4225,1
HEXESTROL,RUXOLITINIB,L1236,DB07931,DB08877,14.4295,1
LOPERAMIDE,RUXOLITINIB,L1236,DB00836,DB08877,14.531,1
Daidzin,Ruxolitinib,L1236,DB02115,DB08877,14.543,1
IMATINIB,RUXOLITINIB,L1236,DB00619,DB08877,14.622,1
Pregabalin,RUXOLITINIB,L1236,DB00230,DB08877,14.6915,1
THEOBROMINE,RUXOLITINIB,L1236,DB01412,DB08877,14.781,1
Orlistat,Ruxolitinib,L1236,DB01083,DB08877,14.904,1
DESONIDE,RUXOLITINIB,L1236,DB01260,DB08877,15.3705,1
CYTISINE,RUXOLITINIB,L1236,DB09028,DB08877,15.3845,1
HYDROCORTISONE,RUXOLITINIB,L1236,DB00741,DB08877,15.3955,1
CILOSTAZOL,RUXOLITINIB,L1236,DB01166,DB08877,15.4305,1
ISONIAZID,RUXOLITINIB,L1236,DB00951,DB08877,15.434,1
PONATINIB (AP24534),2-FLUORO ARA-A,L1236,DB08901,DB01073,15.435,1
PURVALANOL B,RUXOLITINIB,L1236,DB02733,DB08877,15.576,1
duloxetine,RUXOLITINIB,L1236,DB00476,DB08877,15.5925,1
monastrol,RUXOLITINIB,L1236,DB04331,DB08877,15.698,1
MYCOPHENOLATE MOFETIL,RUXOLITINIB,L1236,DB00688,DB08877,15.7525,1
AURANOFIN,RUXOLITINIB,L1236,DB00995,DB08877,15.807,1
DOMPERIDONE,RUXOLITINIB,L1236,DB01184,DB08877,16.02,1
Methylprednisolone,Ruxolitinib,L1236,DB00959,DB08877,16.03,1
VATALANIB (PTK787) 2HCL,RUXOLITINIB,L1236,DB04879,DB08877,16.0345,1
CLOBETASOL PROPIONATE,RUXOLITINIB,L1236,DB01013,DB08877,16.158,1
TIOCONAZOLE,RUXOLITINIB,L1236,DB01007,DB08877,16.1595,1
alfuzosin,RUXOLITINIB,L1236,DB00346,DB08877,16.352,1
TRIAMCINOLONE ACETONIDE,RUXOLITINIB,L1236,DB00620,DB08877,16.532,1
MELATONIN,RUXOLITINIB,L1236,DB01065,DB08877,16.5505,1
TOLCAPONE,RUXOLITINIB,L1236,DB00323,DB08877,16.9155,1
rivastigmine,RUXOLITINIB,L1236,DB00989,DB08877,16.918,1
clozapine,RUXOLITINIB,L1236,DB00363,DB08877,17.05,1
roxithromycin,RUXOLITINIB,L1236,DB00778,DB08877,17.0765,1
DYPHYLLINE,RUXOLITINIB,L1236,DB00651,DB08877,17.091,1
